Agent_ID,Business_Name,Provider,State,Geo_Zone,LGA,Business_Category,Agent_Tier,KYC_Level,Terminal_Type,Registration_Date,Years_in_Business,Risk_Score,Average_Daily_Customers,Latitude,Longitude
AG008012,Ibrahim-Oshodi,Paga,Adamawa,North East,Adamawa East,Provision Store,Bronze,Tier 2,mPOS,2024-03-03,0.8,64.1,36,9.280578,12.430906
AG008013,"Adeyemi, Ojo and Okonkwo",PalmPay,Adamawa,North East,Adamawa Central,Provision Store,Silver,Tier 3,Android POS,2022-11-14,2.1,30.7,40,9.33026,12.423981
AG008014,Ibrahim-Ibrahim,Paga,Adamawa,North East,Adamawa South,Standalone POS Kiosk,Silver,Tier 3,Android POS,2022-06-09,2.6,46.3,64,9.38154,12.38473
AG008015,Obasanjo-Okafor,FirstMonie,Adamawa,North East,Adamawa North,Electronics Shop,Bronze,Tier 3,Android POS,2021-08-30,3.3,43.7,19,9.363894,12.431503
AG008016,Adeyemi Ltd,Moniepoint,Adamawa,North East,Adamawa West,Standalone POS Kiosk,Silver,Tier 2,mPOS,2018-05-22,6.6,61.6,71,9.304575,12.456052
AG008017,Nnamani-Okafor,FirstMonie,Adamawa,North East,Adamawa South,Fuel Station,Gold,Tier 2,Traditional POS,2021-08-20,3.4,78.9,102,9.329066,12.366077
AG008018,Okonkwo-Nnamani,OPay,Adamawa,North East,Adamawa West,Pharmacy,Bronze,Tier 2,mPOS,2024-05-17,0.6,72.8,29,9.324399,12.330008
AG008019,Ibrahim PLC,OPay,Adamawa,North East,Adamawa Central,Supermarket,Bronze,Tier 2,Android POS,2023-09-27,1.3,52.9,24,9.342097,12.346425
AG008020,Oshodi and Sons,Moniepoint,Adamawa,North East,Adamawa Central,Standalone POS Kiosk,Silver,Tier 2,Traditional POS,2019-06-25,5.5,7.8,42,9.342519,12.344627
AG008021,"Ojo, Olawale and Ogunleye",OPay,Adamawa,North East,Adamawa East,Standalone POS Kiosk,Silver,Tier 1,Android POS,2018-09-19,6.3,82.0,58,9.334024,12.356778
AG008022,"Ekwueme, Ojo and Balogun",PalmPay,Adamawa,North East,Adamawa Central,Standalone POS Kiosk,Bronze,Tier 2,mPOS,2019-07-28,5.4,82.3,24,9.192707,12.424481
AG008023,Ogunleye and Sons,PalmPay,Adamawa,North East,Adamawa North,Provision Store,Bronze,Tier 2,Traditional POS,2019-02-23,5.9,50.9,35,9.337809,12.302589
AG008024,"Ogunleye, Ojo and Ekwueme",Moniepoint,Adamawa,North East,Adamawa West,Standalone POS Kiosk,Bronze,Tier 2,Traditional POS,2019-11-01,5.2,55.3,26,9.403554,12.407033
AG008025,Oshodi PLC,Moniepoint,Adamawa,North East,Adamawa North,Pharmacy,Bronze,Tier 2,Android POS,2019-01-12,6.0,90.1,29,9.254084,12.489507
AG008026,"Ekwueme, Oshodi and Ogunleye",OPay,Adamawa,North East,Adamawa South,Standalone POS Kiosk,Gold,Tier 1,Android POS,2022-01-02,3.0,35.7,90,9.332356,12.438507
AG008027,Balogun-Obi,OPay,Adamawa,North East,Adamawa South,Standalone POS Kiosk,Bronze,Tier 2,Traditional POS,2018-11-29,6.1,52.5,28,9.270986,12.389116
AG008028,Olawale-Obasanjo,PalmPay,Adamawa,North East,Adamawa East,Pharmacy,Bronze,Tier 2,Traditional POS,2021-11-08,3.2,75.4,26,9.397704,12.374174
AG008029,"Okonkwo, Okafor and Ibrahim",Moniepoint,Adamawa,North East,Adamawa Central,Standalone POS Kiosk,Gold,Tier 1,Android POS,2023-07-11,1.5,80.5,89,9.38676,12.329247
AG008030,Eze-Obi,Moniepoint,Adamawa,North East,Adamawa East,Supermarket,Silver,Tier 2,Android POS,2024-02-11,0.9,14.2,57,9.354758,12.347502
AG008031,Abiola-Adetokunbo,OPay,Adamawa,North East,Adamawa Central,Pharmacy,Silver,Tier 2,Android POS,2023-11-20,1.1,74.6,64,9.390121,12.356681
AG008032,"Eze, Ekwueme and Abiola",OPay,Adamawa,North East,Adamawa East,Standalone POS Kiosk,Platinum,Tier 3,Traditional POS,2022-06-10,2.6,20.1,137,9.339906,12.271057
AG008033,Adeyemi Ltd,Moniepoint,Adamawa,North East,Adamawa North,Standalone POS Kiosk,Bronze,Tier 2,Traditional POS,2024-02-24,0.9,89.8,26,9.423383,12.425367
AG008034,Obi Ltd,Moniepoint,Adamawa,North East,Adamawa Central,Standalone POS Kiosk,Silver,Tier 2,Traditional POS,2020-04-28,4.7,53.3,58,9.346603,12.401274
AG008035,Oshodi Inc,OPay,Adamawa,North East,Adamawa East,Electronics Shop,Bronze,Tier 2,Android POS,2019-10-14,5.2,79.1,30,9.295389,12.473772
AG008036,Olawale Group,Paga,Adamawa,North East,Adamawa Central,Standalone POS Kiosk,Silver,Tier 3,Traditional POS,2020-12-04,4.1,84.1,51,9.348438,12.386885
AG008037,Oshodi-Ojo,Paga,Adamawa,North East,Adamawa North,Standalone POS Kiosk,Bronze,Tier 1,Android POS,2020-09-07,4.3,10.2,24,9.299782,12.392068
AG008038,"Chukwu, Oshodi and Chukwu",PalmPay,Adamawa,North East,Adamawa Central,Provision Store,Bronze,Tier 2,Traditional POS,2024-04-03,0.7,10.3,37,9.335796,12.504919
AG008039,Obi-Adeyemi,PalmPay,Adamawa,North East,Adamawa Central,Mobile Agent,Gold,Tier 3,Traditional POS,2018-08-03,6.4,64.8,73,9.30976,12.3026
AG008040,Obi-Oyekan,Moniepoint,Adamawa,North East,Adamawa North,Pharmacy,Gold,Tier 2,Traditional POS,2023-05-15,1.6,35.2,114,9.332134,12.378698
AG008041,"Nnamani, Chukwu and Uche",OPay,Adamawa,North East,Adamawa Central,Mini Mart,Silver,Tier 2,Traditional POS,2018-06-22,6.5,81.8,49,9.347389,12.483966
AG008042,Akinwale-Adetokunbo,OPay,Adamawa,North East,Adamawa North,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2020-08-10,4.4,91.2,20,9.346119,12.414258
AG008043,"Akinwale, Okafor and Adeyemi",PalmPay,Adamawa,North East,Adamawa North,Provision Store,Silver,Tier 3,Android POS,2019-07-18,5.5,59.6,82,9.235457,12.465297
AG008044,Obi-Chukwu,Moniepoint,Adamawa,North East,Adamawa West,Standalone POS Kiosk,Bronze,Tier 3,Traditional POS,2021-08-01,3.4,5.3,34,9.237478,12.403504
AG008045,Obasanjo-Okonkwo,OPay,Adamawa,North East,Adamawa South,Provision Store,Silver,Tier 1,Traditional POS,2022-05-07,2.7,7.9,45,9.282195,12.413028
AG008046,Obasanjo and Sons,Moniepoint,Adamawa,North East,Adamawa East,Pharmacy,Silver,Tier 2,Traditional POS,2018-03-20,6.8,27.4,67,9.331411,12.363413
AG008047,Okonkwo and Sons,PalmPay,Adamawa,North East,Adamawa West,Fuel Station,Bronze,Tier 2,Android POS,2021-04-01,3.8,73.5,22,9.339462,12.465296
AG008048,"Ojo, Obasanjo and Akinwale",PalmPay,Adamawa,North East,Adamawa East,Provision Store,Bronze,Tier 1,Android POS,2018-04-07,6.7,91.0,26,9.280918,12.457639
AG008049,Chukwu LLC,FirstMonie,Adamawa,North East,Adamawa East,Standalone POS Kiosk,Bronze,Tier 1,Android POS,2024-03-02,0.8,58.5,29,9.290815,12.47969
AG008050,Adetokunbo LLC,PalmPay,Adamawa,North East,Adamawa Central,Provision Store,Bronze,Tier 1,Traditional POS,2018-06-14,6.6,89.0,30,9.334817,12.453315
AG008051,Olawale-Adeyemi,Moniepoint,Adamawa,North East,Adamawa North,Mobile Agent,Silver,Tier 2,mPOS,2024-08-12,0.4,89.1,48,9.326546,12.41526
AG008052,Akinwale-Okonkwo,FirstMonie,Adamawa,North East,Adamawa Central,Market Stall,Bronze,Tier 2,Android POS,2020-05-05,4.7,44.5,24,9.393548,12.397702
AG008053,Ekwueme Group,Moniepoint,Adamawa,North East,Adamawa North,Standalone POS Kiosk,Gold,Tier 2,Traditional POS,2024-07-14,0.5,47.5,111,9.334388,12.390671
AG008054,Abiola Inc,FirstMonie,Adamawa,North East,Adamawa East,Standalone POS Kiosk,Gold,Tier 3,Traditional POS,2018-01-30,6.9,83.8,98,9.364336,12.347937
AG008055,Abiola-Ekwueme,Moniepoint,Adamawa,North East,Adamawa South,Electronics Shop,Gold,Tier 2,Traditional POS,2018-11-27,6.1,29.1,86,9.295024,12.379828
AG008056,Ogunleye Ltd,OPay,Adamawa,North East,Adamawa West,Market Stall,Bronze,Tier 3,Traditional POS,2022-02-16,2.9,46.0,30,9.355054,12.486313
AG008057,Adeyemi LLC,OPay,Adamawa,North East,Adamawa West,Supermarket,Bronze,Tier 2,Android POS,2019-11-04,5.2,77.3,32,9.311643,12.410465
AG008058,"Abiola, Abiola and Obi",Moniepoint,Adamawa,North East,Adamawa East,Standalone POS Kiosk,Silver,Tier 1,Android POS,2020-05-21,4.6,33.3,59,9.373908,12.411849
AG008059,Ekwueme-Obi,FirstMonie,Adamawa,North East,Adamawa North,Pharmacy,Gold,Tier 2,Android POS,2024-01-06,1.0,53.0,97,9.349595,12.435268
AG008060,Balogun-Adetokunbo,OPay,Adamawa,North East,Adamawa Central,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2024-12-25,0.0,10.6,26,9.276958,12.442042
AG008061,"Okafor, Chukwu and Ekwueme",Moniepoint,Adamawa,North East,Adamawa South,Supermarket,Silver,Tier 1,Android POS,2020-12-24,4.0,21.4,53,9.291612,12.384067
AG008062,Obasanjo LLC,Moniepoint,Adamawa,North East,Adamawa West,Fuel Station,Bronze,Tier 1,Traditional POS,2022-03-14,2.8,79.9,24,9.332161,12.439426
AG008063,Ojo-Okafor,PalmPay,Adamawa,North East,Adamawa West,Provision Store,Gold,Tier 2,Android POS,2022-05-10,2.6,75.7,113,9.38704,12.443548
AG008064,"Okonkwo, Akinwale and Okafor",Moniepoint,Adamawa,North East,Adamawa North,Market Stall,Silver,Tier 3,Traditional POS,2020-04-05,4.7,82.4,57,9.274151,12.423855
AG008065,"Adeyemi, Adetokunbo and Ogunleye",OPay,Adamawa,North East,Adamawa West,Standalone POS Kiosk,Bronze,Tier 3,Android POS,2020-11-15,4.1,17.8,33,9.279806,12.350959
AG008066,Adeyemi-Obi,OPay,Adamawa,North East,Adamawa South,Supermarket,Bronze,Tier 2,Android POS,2020-03-12,4.8,12.1,26,9.396101,12.420326
AG008067,Oyekan-Oyekan,Moniepoint,Adamawa,North East,Adamawa South,Provision Store,Bronze,Tier 2,mPOS,2020-12-02,4.1,58.4,41,9.31237,12.361377
AG008068,"Ogunleye, Chukwu and Oyekan",Moniepoint,Adamawa,North East,Adamawa East,Standalone POS Kiosk,Gold,Tier 1,mPOS,2019-05-04,5.7,63.7,122,9.378773,12.424608
AG008069,Oyekan and Sons,OPay,Adamawa,North East,Adamawa South,Provision Store,Bronze,Tier 3,Android POS,2023-01-24,1.9,83.6,26,9.301363,12.412134
AG008070,Ekwueme Ltd,OPay,Adamawa,North East,Adamawa Central,Fuel Station,Bronze,Tier 2,Traditional POS,2022-12-30,2.0,26.9,24,9.353884,12.440757
AG008071,Oshodi and Sons,Moniepoint,Adamawa,North East,Adamawa West,Restaurant,Bronze,Tier 3,Android POS,2023-09-28,1.3,47.0,21,9.378082,12.495786
AG008072,"Olawale, Obi and Obasanjo",Moniepoint,Adamawa,North East,Adamawa East,Standalone POS Kiosk,Bronze,Tier 2,mPOS,2020-04-18,4.7,65.1,19,9.264519,12.405698
AG008073,Adetokunbo and Sons,OPay,Adamawa,North East,Adamawa North,Supermarket,Silver,Tier 2,mPOS,2019-04-07,5.7,33.2,64,9.361786,12.35567
AG008074,Adeyemi-Uche,Moniepoint,Adamawa,North East,Adamawa Central,Pharmacy,Gold,Tier 2,Android POS,2022-05-07,2.7,81.2,84,9.266353,12.375965
AG008075,"Ojo, Adeyemi and Eze",Paga,Adamawa,North East,Adamawa Central,Market Stall,Bronze,Tier 1,Android POS,2020-04-22,4.7,48.0,20,9.413895,12.284918
AG008076,Ojo-Ekwueme,PalmPay,Adamawa,North East,Adamawa North,Provision Store,Bronze,Tier 2,Android POS,2024-05-24,0.6,46.6,24,9.321787,12.408221
AG008077,Ogunleye-Obi,Moniepoint,Adamawa,North East,Adamawa South,Provision Store,Silver,Tier 3,Android POS,2020-05-27,4.6,79.8,57,9.427137,12.395108
AG008078,Obi-Akinwale,Moniepoint,Adamawa,North East,Adamawa West,Fuel Station,Bronze,Tier 2,Android POS,2021-05-27,3.6,36.9,30,9.356835,12.443696
AG008079,"Uche, Nnamani and Abiola",FirstMonie,Adamawa,North East,Adamawa South,Standalone POS Kiosk,Gold,Tier 2,Android POS,2023-03-15,1.8,60.7,120,9.388941,12.390229
AG008080,"Oshodi, Balogun and Oyekan",OPay,Adamawa,North East,Adamawa Central,Pharmacy,Bronze,Tier 2,Android POS,2020-07-30,4.4,20.3,39,9.299326,12.312815
AG008081,"Obasanjo, Nnamani and Okonkwo",FirstMonie,Adamawa,North East,Adamawa West,Supermarket,Gold,Tier 2,Android POS,2020-10-30,4.2,55.5,86,9.376055,12.325733
AG008082,Okonkwo-Ibrahim,PalmPay,Adamawa,North East,Adamawa North,Standalone POS Kiosk,Bronze,Tier 3,Traditional POS,2023-09-25,1.3,5.6,18,9.36943,12.472345
AG008083,"Ojo, Uche and Okonkwo",Moniepoint,Adamawa,North East,Adamawa Central,Supermarket,Bronze,Tier 1,Android POS,2021-06-23,3.5,62.6,24,9.384805,12.375951
AG008084,Oshodi-Nnamani,FirstMonie,Adamawa,North East,Adamawa Central,Standalone POS Kiosk,Silver,Tier 1,Traditional POS,2020-06-05,4.6,25.4,55,9.336998,12.325094
AG008085,Okonkwo-Obi,OPay,Adamawa,North East,Adamawa North,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2021-09-29,3.3,6.2,27,9.371218,12.285976
AG008086,Akinwale Inc,PalmPay,Adamawa,North East,Adamawa North,Provision Store,Bronze,Tier 2,Traditional POS,2023-08-09,1.4,50.7,27,9.285017,12.440866
AG008087,"Chukwu, Obasanjo and Obi",Moniepoint,Adamawa,North East,Adamawa East,Mini Mart,Bronze,Tier 2,Android POS,2021-09-02,3.3,67.6,27,9.280309,12.458303
AG008088,"Adeyemi, Obi and Obi",Moniepoint,Adamawa,North East,Adamawa East,Standalone POS Kiosk,Bronze,Tier 1,mPOS,2022-05-20,2.6,93.6,25,9.360434,12.367847
AG008089,Nnamani LLC,Moniepoint,Adamawa,North East,Adamawa West,Provision Store,Platinum,Tier 2,mPOS,2019-11-08,5.2,49.1,132,9.291478,12.377878
AG008090,Oyekan Inc,Moniepoint,Adamawa,North East,Adamawa East,Provision Store,Bronze,Tier 3,Traditional POS,2023-05-21,1.6,75.2,31,9.366263,12.481373
AG008091,Balogun-Akinwale,OPay,Adamawa,North East,Adamawa West,Restaurant,Bronze,Tier 2,Traditional POS,2024-09-10,0.3,44.4,23,9.378668,12.295866
AG008092,"Adeyemi, Obasanjo and Okafor",Moniepoint,Adamawa,North East,Adamawa South,Electronics Shop,Bronze,Tier 3,mPOS,2020-10-14,4.2,67.7,31,9.27109,12.338098
AG008093,Obi LLC,FirstMonie,Adamawa,North East,Adamawa Central,Restaurant,Silver,Tier 2,Traditional POS,2024-11-29,0.1,72.7,44,9.262957,12.345852
AG008094,Okafor and Sons,Moniepoint,Adamawa,North East,Adamawa Central,Electronics Shop,Gold,Tier 3,Android POS,2018-01-02,7.0,34.6,104,9.340472,12.453803
AG008095,Okonkwo and Sons,PalmPay,Adamawa,North East,Adamawa Central,Standalone POS Kiosk,Platinum,Tier 3,Android POS,2024-12-11,0.1,91.9,135,9.296227,12.396755
AG008096,Nnamani Inc,Paga,Adamawa,North East,Adamawa Central,Standalone POS Kiosk,Bronze,Tier 3,mPOS,2018-02-15,6.9,26.9,24,9.462627,12.394319
AG008097,Eze LLC,Moniepoint,Adamawa,North East,Adamawa South,Market Stall,Bronze,Tier 2,mPOS,2018-01-01,7.0,56.7,25,9.316374,12.378297
AG008098,"Ogunleye, Nnamani and Adeyemi",OPay,Adamawa,North East,Adamawa South,Fuel Station,Bronze,Tier 2,Traditional POS,2022-12-28,2.0,28.6,34,9.375329,12.405616
AG008099,Oyekan Ltd,PalmPay,Adamawa,North East,Adamawa East,Restaurant,Bronze,Tier 2,Traditional POS,2024-05-15,0.6,64.8,25,9.311117,12.316399
AG008100,Ogunleye LLC,PalmPay,Adamawa,North East,Adamawa North,Provision Store,Bronze,Tier 1,Android POS,2019-02-03,5.9,57.8,37,9.327424,12.434301
AG008101,Adeyemi-Okafor,Moniepoint,Adamawa,North East,Adamawa Central,Mini Mart,Bronze,Tier 1,Traditional POS,2022-02-16,2.9,34.8,33,9.286063,12.472113
AG008102,Obasanjo-Ibrahim,Moniepoint,Adamawa,North East,Adamawa North,Standalone POS Kiosk,Gold,Tier 2,Android POS,2020-02-21,4.9,82.1,89,9.324129,12.403207
AG008103,"Akinwale, Uche and Abiola",Moniepoint,Adamawa,North East,Adamawa East,Provision Store,Bronze,Tier 2,Android POS,2022-03-08,2.8,10.2,20,9.3223,12.435282
AG008104,"Abiola, Okafor and Abiola",OPay,Adamawa,North East,Adamawa Central,Supermarket,Gold,Tier 3,Android POS,2021-02-20,3.9,33.8,102,9.273681,12.331647
AG008105,Uche and Sons,Moniepoint,Adamawa,North East,Adamawa East,Provision Store,Gold,Tier 2,Traditional POS,2018-04-02,6.8,39.3,100,9.379849,12.406109
AG008106,Obi-Obasanjo,OPay,Adamawa,North East,Adamawa South,Standalone POS Kiosk,Silver,Tier 1,Android POS,2018-05-24,6.6,32.2,74,9.467345,12.450241
AG008107,Eze-Okonkwo,OPay,Adamawa,North East,Adamawa Central,Standalone POS Kiosk,Silver,Tier 3,Traditional POS,2021-05-22,3.6,16.2,68,9.338612,12.364241
AG008108,"Okonkwo, Nnamani and Obasanjo",PalmPay,Adamawa,North East,Adamawa North,Mini Mart,Bronze,Tier 2,Traditional POS,2020-12-12,4.1,44.6,33,9.291718,12.355537
AG008109,"Akinwale, Okafor and Chukwu",PalmPay,Adamawa,North East,Adamawa East,Provision Store,Bronze,Tier 1,Traditional POS,2020-04-18,4.7,67.3,16,9.333673,12.460218
AG008110,Balogun LLC,PalmPay,Adamawa,North East,Adamawa Central,Mobile Agent,Gold,Tier 1,Android POS,2018-05-05,6.7,50.1,95,9.330341,12.395977
AG008111,Obi PLC,Moniepoint,Adamawa,North East,Adamawa East,Provision Store,Bronze,Tier 1,Traditional POS,2019-12-17,5.0,41.8,32,9.345909,12.411925
AG008112,Ekwueme LLC,Paga,Adamawa,North East,Adamawa Central,Standalone POS Kiosk,Gold,Tier 2,Android POS,2019-04-07,5.7,76.1,117,9.325106,12.437271
AG008113,"Adetokunbo, Ogunleye and Oyekan",OPay,Adamawa,North East,Adamawa Central,Provision Store,Platinum,Tier 2,Traditional POS,2020-08-19,4.4,64.5,153,9.306226,12.463536
AG008114,"Oyekan, Eze and Adeyemi",FirstMonie,Adamawa,North East,Adamawa East,Supermarket,Bronze,Tier 1,Traditional POS,2024-07-02,0.5,73.4,28,9.319893,12.312419
AG008115,Eze and Sons,OPay,Adamawa,North East,Adamawa West,Fuel Station,Bronze,Tier 2,Android POS,2021-01-23,3.9,6.8,36,9.346744,12.429759
AG008116,Adetokunbo-Abiola,OPay,Adamawa,North East,Adamawa South,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2018-04-03,6.8,21.5,23,9.329863,12.357186
AG008117,Oshodi Group,PalmPay,Adamawa,North East,Adamawa West,Standalone POS Kiosk,Silver,Tier 2,Android POS,2023-05-19,1.6,19.9,47,9.298152,12.431317
AG008118,Obasanjo-Nnamani,Moniepoint,Adamawa,North East,Adamawa Central,Pharmacy,Platinum,Tier 1,Traditional POS,2019-09-20,5.3,71.1,155,9.309771,12.366771
AG008119,Obi-Olawale,Moniepoint,Adamawa,North East,Adamawa North,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2018-09-24,6.3,46.5,38,9.306741,12.428858
AG008120,Adetokunbo and Sons,Moniepoint,Adamawa,North East,Adamawa East,Provision Store,Bronze,Tier 2,Android POS,2022-03-26,2.8,59.2,24,9.355189,12.365132
AG008121,"Balogun, Olawale and Obasanjo",FirstMonie,Adamawa,North East,Adamawa Central,Market Stall,Silver,Tier 3,Android POS,2018-06-02,6.6,29.3,55,9.264694,12.302414
AG008122,Ekwueme LLC,FirstMonie,Adamawa,North East,Adamawa East,Provision Store,Silver,Tier 2,Android POS,2022-11-07,2.2,28.1,43,9.353153,12.356638
AG008123,"Chukwu, Obasanjo and Eze",FirstMonie,Adamawa,North East,Adamawa East,Fuel Station,Gold,Tier 3,Android POS,2022-08-17,2.4,33.7,109,9.322369,12.412302
AG008124,Adetokunbo Group,FirstMonie,Adamawa,North East,Adamawa North,Provision Store,Platinum,Tier 2,Android POS,2018-02-24,6.9,19.4,204,9.313018,12.450899
AG008125,Okafor Inc,Paga,Adamawa,North East,Adamawa West,Fuel Station,Silver,Tier 2,mPOS,2018-06-30,6.5,94.6,56,9.347979,12.433008
AG008126,Nnamani-Okafor,OPay,Adamawa,North East,Adamawa Central,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2021-02-24,3.9,82.4,29,9.399116,12.377031
AG008127,"Adetokunbo, Eze and Ojo",Moniepoint,Adamawa,North East,Adamawa South,Supermarket,Silver,Tier 2,Android POS,2023-05-17,1.6,40.8,53,9.354777,12.444351
AG008128,Oshodi-Ogunleye,OPay,Adamawa,North East,Adamawa North,Restaurant,Platinum,Tier 2,Android POS,2020-12-30,4.0,14.6,204,9.308162,12.287158
AG008129,Ibrahim Ltd,OPay,Adamawa,North East,Adamawa Central,Restaurant,Silver,Tier 3,Android POS,2021-01-18,4.0,55.3,77,9.377133,12.414805
AG008130,Balogun-Adetokunbo,OPay,Adamawa,North East,Adamawa North,Electronics Shop,Silver,Tier 1,Android POS,2020-08-19,4.4,27.2,62,9.269803,12.430383
AG008131,Eze Ltd,PalmPay,Adamawa,North East,Adamawa East,Provision Store,Silver,Tier 2,Traditional POS,2018-01-08,7.0,81.5,42,9.287051,12.355398
AG008132,Oyekan Group,Moniepoint,Adamawa,North East,Adamawa Central,Provision Store,Silver,Tier 2,Android POS,2024-04-25,0.7,85.0,71,9.220544,12.448314
AG008133,Ekwueme and Sons,Moniepoint,Adamawa,North East,Adamawa East,Standalone POS Kiosk,Silver,Tier 1,Android POS,2024-04-08,0.7,77.0,57,9.298983,12.337324
AG008134,Okonkwo PLC,PalmPay,Adamawa,North East,Adamawa East,Fuel Station,Bronze,Tier 2,Android POS,2020-08-06,4.4,38.5,29,9.306051,12.372009
AG008135,"Obi, Akinwale and Balogun",Moniepoint,Adamawa,North East,Adamawa Central,Standalone POS Kiosk,Gold,Tier 2,Android POS,2021-03-19,3.8,75.8,104,9.348697,12.450546
AG008136,Eze-Balogun,OPay,Adamawa,North East,Adamawa South,Standalone POS Kiosk,Gold,Tier 3,mPOS,2018-12-29,6.0,55.5,81,9.272791,12.32922
AG008137,Abiola and Sons,Moniepoint,Adamawa,North East,Adamawa West,Standalone POS Kiosk,Silver,Tier 2,Android POS,2022-02-13,2.9,58.2,68,9.407868,12.519956
AG008138,"Chukwu, Olawale and Nnamani",OPay,Adamawa,North East,Adamawa East,Supermarket,Silver,Tier 3,Traditional POS,2023-04-20,1.7,48.7,69,9.288129,12.439535
AG008139,"Okafor, Ogunleye and Nnamani",Moniepoint,Adamawa,North East,Adamawa West,Provision Store,Bronze,Tier 1,Android POS,2019-11-03,5.2,53.9,38,9.239387,12.326371
AG008140,Ogunleye Inc,PalmPay,Adamawa,North East,Adamawa South,Market Stall,Bronze,Tier 2,Android POS,2022-03-01,2.8,6.8,20,9.326143,12.428431
AG008141,Abiola-Eze,Paga,Adamawa,North East,Adamawa West,Standalone POS Kiosk,Bronze,Tier 3,Android POS,2024-01-24,0.9,47.5,33,9.403946,12.410705
AG008142,Obasanjo Ltd,FirstMonie,Adamawa,North East,Adamawa North,Standalone POS Kiosk,Gold,Tier 1,Android POS,2021-08-06,3.4,58.4,101,9.364161,12.428837
AG008143,Uche and Sons,FirstMonie,Adamawa,North East,Adamawa South,Pharmacy,Silver,Tier 2,mPOS,2022-07-26,2.4,84.4,44,9.417386,12.388079
AG008144,"Adeyemi, Ibrahim and Ekwueme",Paga,Adamawa,North East,Adamawa North,Standalone POS Kiosk,Bronze,Tier 3,Android POS,2024-07-04,0.5,86.5,31,9.339721,12.407728
AG008145,Obasanjo-Ekwueme,OPay,Adamawa,North East,Adamawa East,Market Stall,Platinum,Tier 2,Android POS,2022-03-05,2.8,82.7,143,9.344943,12.429781
AG008146,"Eze, Balogun and Ekwueme",PalmPay,Adamawa,North East,Adamawa East,Provision Store,Silver,Tier 2,Android POS,2021-11-24,3.1,64.9,41,9.283317,12.448413
AG008147,"Eze, Nnamani and Balogun",OPay,Adamawa,North East,Adamawa South,Provision Store,Bronze,Tier 2,mPOS,2019-08-28,5.4,33.0,30,9.324036,12.451447
AG008148,Eze Inc,Moniepoint,Adamawa,North East,Adamawa East,Provision Store,Silver,Tier 2,Traditional POS,2024-01-31,0.9,64.3,62,9.285534,12.337675
AG008149,"Akinwale, Okafor and Balogun",PalmPay,Adamawa,North East,Adamawa East,Electronics Shop,Gold,Tier 1,mPOS,2022-01-15,3.0,23.1,94,9.443167,12.416286
AG008150,"Ogunleye, Akinwale and Chukwu",Moniepoint,Adamawa,North East,Adamawa East,Supermarket,Bronze,Tier 3,mPOS,2018-12-21,6.0,11.5,29,9.292664,12.443452
AG008151,"Obi, Okonkwo and Uche",Moniepoint,Adamawa,North East,Adamawa West,Electronics Shop,Silver,Tier 2,Android POS,2020-11-03,4.2,36.3,45,9.337825,12.408501
AG008152,"Oshodi, Oshodi and Adeyemi",PalmPay,Adamawa,North East,Adamawa North,Standalone POS Kiosk,Silver,Tier 3,Android POS,2021-09-25,3.3,39.6,55,9.272825,12.486632
AG008153,Oshodi-Adetokunbo,Moniepoint,Adamawa,North East,Adamawa South,Pharmacy,Silver,Tier 2,Android POS,2023-03-27,1.8,32.2,54,9.287059,12.348771
AG008154,"Abiola, Abiola and Okafor",Moniepoint,Adamawa,North East,Adamawa East,Mini Mart,Bronze,Tier 3,Traditional POS,2024-01-18,1.0,52.2,23,9.314149,12.387015
AG008155,Obasanjo PLC,FirstMonie,Adamawa,North East,Adamawa North,Provision Store,Bronze,Tier 1,Android POS,2018-06-25,6.5,43.6,18,9.367172,12.461071
AG008156,"Ojo, Nnamani and Chukwu",Moniepoint,Adamawa,North East,Adamawa South,Standalone POS Kiosk,Platinum,Tier 1,Traditional POS,2023-09-06,1.3,89.5,184,9.432223,12.360942
AG008157,Oyekan-Adeyemi,PalmPay,Adamawa,North East,Adamawa North,Electronics Shop,Bronze,Tier 2,Android POS,2024-09-18,0.3,24.2,39,9.346999,12.337214
AG008158,Ogunleye Group,OPay,Adamawa,North East,Adamawa South,Standalone POS Kiosk,Platinum,Tier 1,Android POS,2024-01-22,0.9,53.4,150,9.370087,12.377506
AG008159,"Akinwale, Uche and Ojo",FirstMonie,Adamawa,North East,Adamawa North,Provision Store,Bronze,Tier 2,Android POS,2024-06-07,0.6,51.8,29,9.321914,12.378763
AG008160,Adeyemi-Ibrahim,OPay,Adamawa,North East,Adamawa North,Fuel Station,Silver,Tier 2,Traditional POS,2020-04-23,4.7,82.7,61,9.307571,12.351589
AG008161,Ibrahim-Nnamani,FirstMonie,Bauchi,North East,Bauchi East,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2018-12-01,6.1,60.9,33,10.297069,9.80818
AG008162,"Ibrahim, Ibrahim and Abiola",Moniepoint,Bauchi,North East,Bauchi East,Market Stall,Bronze,Tier 3,Android POS,2019-04-04,5.8,24.4,34,10.358457,9.922744
